FISH_KEY,LOCATION,YEAR,DATE_CATCH,capture_recapture,DATE_CATCH_2,taxon,FISH_NUM,fish_catch_method,ORIG_NUM,WEIGHT,TOTAL_LENGTH,FORK_LENGTH,SEX,AGE,DEAD,COMMENTS
373LA_217_F081_R,373,1997,10/17/1997,R,,F081,217,2,16,930,496,443,1,10,,
373LA_222_F081_R,373,1997,10/17/1997,R,,F081,222,2,21,1181,533,481,1,,,
373LA_216_F081_R,373,1997,10/17/1997,R,,F081,216,2,2,1014,481,438,1,11,,
373LA_220_F081_R,373,1997,10/17/1997,R,,F081,220,2,19,720,438,397,1,6,,#298;age inferred
373LA_219_F081_R,373,1997,10/17/1997,R,,F081,219,2,18,839,473,425,1,10,,R210
373LA_320_F081_F,373,1998,10/20/1998,F,,F081,320,2,6,691,445,402,1,5,,
373LA_318_F081_F,373,1998,10/20/1998,F,,F081,318,2,4,820,442,400,2,6,,eggs-T.Johnston
373LA_235_F081_R,373,1998,10/23/1998,R,,F081,235,2,9,851,482,439,1,22,,R54;age inferred
373LA_317_F081_F,373,1998,10/20/1998,F,,F081,317,2,3,931,472,425,2,6,,eggs-T.Johnston
373LA_316_F081_F,373,1998,10/20/1998,F,,F081,316,2,2,993,478,432,1,12,,
373LA_315_F081_F,373,1998,10/20/1998,F,,F081,315,2,1,730,444,405,1,5,,
373LA_246_F081_R,373,1998,10/23/1998,R,,F081,246,2,20,818,476,423,1,8,,#304;age inferred
373LA_245_F081_R,373,1998,10/23/1998,R,,F081,245,2,19,1291,553,500,1,20,,#82;age inferred
373LA_321_F081_F,373,1998,10/20/1998,F,,F081,321,2,7,823,458,414,1,7,,
373LA_244_F081_R,373,1998,10/23/1998,R,,F081,244,2,18,957,518,471,1,29,,#9;age inferred
373LA_319_F081_F,373,1998,10/20/1998,F,,F081,319,2,5,864,481,435,2,8,,
373LA_243_F081_R,373,1998,10/23/1998,R,,F081,243,2,17,915,488,439,1,22,,#170;age inferred
373LA_242_F081_R,373,1998,10/23/1998,R,,F081,242,2,16,1239,540,495,1,,,R99
373LA_231_F081_R,373,1998,10/20/1998,R,,F081,231,2,9,905,482,432,1,11,,#271;age inferred
373LA_241_F081_R,373,1998,10/23/1998,R,,F081,241,2,15,1170,505,454,1,22,,#104;age inferred
373LA_240_F081_R,373,1998,10/23/1998,R,,F081,240,2,14,1076,530,485,1,25,,#18;age inferred
373LA_234_F081_R,373,1998,10/23/1998,R,,F081,234,2,8,1073,508,458,1,25,,#173;R147;age inferred
373LA_239_F081_R,373,1998,10/23/1998,R,,F081,239,2,13,921,,440,1,23,,R100;age inferred
373LA_238_F081_R,373,1998,10/23/1998,R,,F081,238,2,12,1234,536,486,1,,,R222
373LA_237_F081_R,373,1998,10/23/1998,R,,F081,237,2,11,1084,503,456,2,22,,#141;age inferred
373LA_327_F081_F,373,1998,10/23/1998,F,,F081,327,2,5,941,473,428,1,10,,
373LA_247_F081_R,373,1998,10/23/1998,R,,F081,247,2,21,910,496,452,1,14,,#233;age inferred
373LA_322_F081_F,373,1998,10/20/1998,F,,F081,322,2,8,748,457,412,1,5,,
373LA_233_F081_R,373,1998,10/20/1998,R,,F081,233,2,11,864,487,440,1,7,,#297;age inferred
373LA_329_F081_F,373,1998,10/23/1998,F,,F081,329,2,7,1066,508,462,1,12,,
373LA_326_F081_F,373,1998,10/23/1998,F,,F081,326,2,4,893,462,420,1,9,,
373LA_325_F081_F,373,1998,10/23/1998,F,,F081,325,2,3,660,427,382,1,9,,
373LA_232_F081_R,373,1998,10/20/1998,R,,F081,232,2,10,1043,500,452,1,15,,#254;age inferred
373LA_324_F081_F,373,1998,10/23/1998,F,,F081,324,2,2,1013,493,445,2,9,,
373LA_236_F081_R,373,1998,10/23/1998,R,,F081,236,2,10,1053,495,450,1,27,,#102;age inferred
373LA_323_F081_F,373,1998,10/23/1998,F,,F081,323,2,1,787,466,416,1,8,,
373LA_328_F081_F,373,1998,10/23/1998,F,,F081,328,2,6,850,471,425,2,7,,
373LA_338_F081_F,373,1999,10/15/1999,F,,F081,338,2,3,759,440,398,1,7,,
373LA_263_F081_R,373,1999,10/15/1999,R,,F081,263,2,19,949,473,435,1,14,,#279;age inferred
373LA_339_F081_F,373,1999,10/15/1999,F,,F081,339,2,4,876,466,420,2,7,,
373LA_258_F081_R,373,1999,10/15/1999,R,,F081,258,2,14,1026,546,492,1,,,
373LA_340_F081_F,373,1999,10/15/1999,F,,F081,340,2,5,839,471,425,1,10,,
373LA_341_F081_F,373,1999,10/15/1999,F,,F081,341,2,6,1013,485,437,2,11,,
373LA_337_F081_F,373,1999,10/15/1999,F,,F081,337,2,2,812,444,403,2,8,,
373LA_343_F081_F,373,1999,10/15/1999,F,,F081,343,2,8,740,460,417,1,9,,
373LA_332_F081_F,373,1999,10/9/1999,F,,F081,332,2,3,863,460,415,1,6,,
373LA_342_F081_F,373,1999,10/15/1999,F,,F081,342,2,7,1088,501,452,2,12,,
373LA_336_F081_F,373,1999,10/9/1999,F,,F081,336,2,7,1101,493,445,2,7,,
373LA_335_F081_F,373,1999,10/9/1999,F,,F081,335,2,6,1081,483,433,2,9,,
373LA_262_F081_R,373,1999,10/15/1999,R,,F081,262,2,18,1030,506,456,1,23,,#170;age inferred
373LA_334_F081_F,373,1999,10/9/1999,F,,F081,334,2,5,1302,522,470,2,13,,
373LA_333_F081_F,373,1999,10/9/1999,F,,F081,333,2,4,881,455,410,2,7,,
373LA_331_F081_F,373,1999,10/9/1999,F,,F081,331,2,2,1107,493,444,2,11,,
373LA_261_F081_R,373,1999,10/15/1999,R,,F081,261,2,17,963,477,428,1,10,,#217;age inferred
373LA_330_F081_F,373,1999,10/9/1999,F,,F081,330,2,1,753,450,404,1,9,,
373LA_260_F081_R,373,1999,10/15/1999,R,,F081,260,2,16,939,522,471,1,30,,#9;age inferred
373LA_259_F081_R,373,1999,10/15/1999,R,,F081,259,2,15,1094,511,462,1,22,,R88
373LA_255_F081_R,373,1999,10/15/1999,R,,F081,255,2,11,973,488,441,1,22,,#77;R141;age inferred
373LA_249_F081_R,373,1999,10/9/1999,R,,F081,249,2,9,921,497,452,1,15,,#233;age inferred
373LA_248_F081_R,373,1999,10/9/1999,R,,F081,248,2,8,1037,493,450,1,17,,#260;age inferred
373LA_250_F081_R,373,1999,10/9/1999,R,,F081,250,2,10,877,485,441,,23,,R54;age inferred
373LA_251_F081_R,373,1999,10/9/1999,R,,F081,251,2,11,933,480,433,1,16,,#199;age inferred
373LA_254_F081_R,373,1999,10/15/1999,R,,F081,254,2,10,1135,518,468,2,25,,#145;age inferred
373LA_257_F081_R,373,1999,10/15/1999,R,,F081,257,2,13,1011,500,451,1,14,,#296;age inferred
373LA_252_F081_R,373,1999,10/15/1999,R,,F081,252,2,1,993,515,460,1,15,,
373LA_253_F081_R,373,1999,10/15/1999,R,,F081,253,2,9,1134,514,468,1,21,,#107;age inferred
373LA_256_F081_R,373,1999,10/15/1999,R,,F081,256,2,12,1260,513,469,1,,,likely 373F08110054
373LA_354_F081_F,373,2000,10/12/2000,F,,F081,354,2,11,850,479,435,2,7,,
373LA_273_F081_R,373,2000,10/12/2000,R,,F081,273,2,29,834,483,440,1,24,,R54;age inferred
373LA_267_F081_R,373,2000,10/12/2000,R,,F081,267,2,23,957,487,437,1,13,,#271;age inferred
373LA_358_F081_F,373,2000,10/12/2000,F,,F081,358,2,16,870,469,425,1,9,,
373LA_274_F081_R,373,2000,10/12/2000,R,,F081,274,2,30,945,497,445,1,14,,#264;age inferred
373LA_357_F081_F,373,2000,10/12/2000,F,,F081,357,2,15,343,340,306,,2,,
373LA_356_F081_F,373,2000,10/12/2000,F,,F081,356,2,13,907,468,425,2,7,,
373LA_353_F081_F,373,2000,10/12/2000,F,,F081,353,2,10,913,469,423,2,8,,
373LA_275_F081_R,373,2000,10/12/2000,R,,F081,275,2,31,890,486,435,2,12,,#341;age inferred
373LA_276_F081_R,373,2000,10/12/2000,R,,F081,276,2,32,1007,494,450,1,18,,#260;age inferred
373LA_277_F081_R,373,2000,10/12/2000,R,,F081,277,2,33,870,482,433,1,20,,#259;age inferred
373LA_268_F081_R,373,2000,10/12/2000,R,,F081,268,2,24,1004,506,452,1,,,R170
373LA_269_F081_R,373,2000,10/12/2000,R,,F081,269,2,25,1063,505,457,2,24,,#141;age inferred
373LA_355_F081_F,373,2000,10/12/2000,F,,F081,355,2,12,733,444,399,2,13,,
373LA_264_F081_R,373,2000,10/12/2000,R,,F081,264,2,14,1059,500,454,1,15,,
373LA_278_F081_R,373,2000,10/12/2000,R,,F081,278,2,34,923,484,436,1,17,,R167;age inferred
373LA_266_F081_R,373,2000,10/12/2000,R,,F081,266,2,22,980,492,444,1,14,,R216;age inferred
373LA_351_F081_F,373,2000,10/12/2000,F,,F081,351,2,8,634,440,397,1,10,,
373LA_350_F081_F,373,2000,10/12/2000,F,,F081,350,2,7,121,234,211,1,1,Y,+
373LA_265_F081_R,373,2000,10/12/2000,R,,F081,265,2,19,1280,526,478,,17,,tl
373LA_349_F081_F,373,2000,10/12/2000,F,,F081,349,2,6,1179,501,454,1,17,,
373LA_348_F081_F,373,2000,10/12/2000,F,,F081,348,2,5,637,423,381,,3,,red fins
373LA_359_F081_F,373,2000,10/12/2000,F,,F081,359,2,17,845,458,415,2,8,,
373LA_347_F081_F,373,2000,10/12/2000,F,,F081,347,2,4,235,305,274,,2,,red fins
373LA_360_F081_F,373,2000,10/12/2000,F,,F081,360,2,18,393,339,308,,2,,red fins
373LA_346_F081_F,373,2000,10/12/2000,F,,F081,346,2,3,776,448,407,1,9,,
373LA_271_F081_R,373,2000,10/12/2000,R,,F081,271,2,27,1076,498,450,1,23,,#77;age inferred
373LA_345_F081_F,373,2000,10/12/2000,F,,F081,345,2,2,839,453,408,1,9,,
373LA_344_F081_F,373,2000,10/12/2000,F,,F081,344,2,1,887,468,423,2,8,,
373LA_270_F081_R,373,2000,10/12/2000,R,,F081,270,2,26,957,506,454,1,23,,#176;age inferred
373LA_272_F081_R,373,2000,10/12/2000,R,,F081,272,2,28,1071,510,471,1,21,,#72;age inferred
373LA_362_F081_F,373,2000,10/12/2000,F,,F081,362,2,21,858,460,413,1,8,,fishing line around midsection
373LA_361_F081_F,373,2000,10/12/2000,F,,F081,361,2,20,916,481,433,2,8,,
373LA_352_F081_F,373,2000,10/12/2000,F,,F081,352,2,9,1076,488,437,2,11,,
373LA_374_F081_F,373,2001,10/19/2001,F,,F081,374,2,12,472,404,362,1,4,,
373LA_373_F081_F,373,2001,10/19/2001,F,,F081,373,2,11,870,453,408,1,7,,
373LA_375_F081_F,373,2001,10/19/2001,F,,F081,375,2,13,919,485,435,2,8,,
373LA_372_F081_F,373,2001,10/19/2001,F,,F081,372,2,10,760,458,413,1,4,,
373LA_279_F081_R,373,2001,10/19/2001,R,,F081,279,2,7,903,485,438,1,17,,
373LA_289_F081_R,373,2001,10/19/2001,R,,F081,289,2,25,1136,495,447,1,28,,#151;age inferred
373LA_297_F081_R,373,2001,10/19/2001,R,,F081,297,2,33,1227,552,499,1,23,,#82;age inferred
373LA_367_F081_F,373,2001,10/19/2001,F,,F081,367,2,4,669,437,395,1,4,,
373LA_296_F081_R,373,2001,10/19/2001,R,,F081,296,2,32,885,484,436,1,18,,R167;age inferred
373LA_295_F081_R,373,2001,10/19/2001,R,,F081,295,2,31,961,503,454,1,10,,#297;age inferred
373LA_366_F081_F,373,2001,10/19/2001,F,,F081,366,2,3,1016,486,441,1,12,,
373LA_365_F081_F,373,2001,10/19/2001,F,,F081,365,2,2,926,466,418,,9,,
373LA_364_F081_F,373,2001,10/19/2001,F,,F081,364,2,1,822,459,412,1,8,,
373LA_363_F081_F,373,2001,5/17/2001,F,,F081,363,3,1,1033,502,455,,9,Y,+;radiotagPBlanchfield
373LA_294_F081_R,373,2001,10/19/2001,R,,F081,294,2,30,963,488,437,1,14,,#271;age inferred
373LA_293_F081_R,373,2001,10/19/2001,R,,F081,293,2,29,1014,518,464,1,,,
373LA_292_F081_R,373,2001,10/19/2001,R,,F081,292,2,28,850,462,422,1,8,,#292;age inferred
373LA_376_F081_F,373,2001,10/19/2001,F,,F081,376,2,14,989,485,437,2,11,,
373LA_377_F081_F,373,2001,10/19/2001,F,,F081,377,2,15,717,446,400,1,5,,
373LA_290_F081_R,373,2001,10/19/2001,R,,F081,290,2,26,997,508,467,1,22,,#72;age inferred
373LA_280_F081_R,373,2001,10/19/2001,R,,F081,280,2,16,1191,527,476,1,18,,R265;age inferred
373LA_288_F081_R,373,2001,10/19/2001,R,,F081,288,2,24,1083,510,466,2,27,,#171;age inferred
373LA_287_F081_R,373,2001,10/19/2001,R,,F081,287,2,23,994,495,447,1,20,,#198;age inferred
373LA_286_F081_R,373,2001,10/19/2001,R,,F081,286,2,22,870,462,414,1,9,,#362;age inferred
373LA_370_F081_F,373,2001,10/19/2001,F,,F081,370,2,8,953,472,425,2,8,,
373LA_368_F081_F,373,2001,10/19/2001,F,,F081,368,2,5,843,465,417,1,7,,
373LA_285_F081_R,373,2001,10/19/2001,R,,F081,285,2,21,896,486,435,1,21,,R97
373LA_291_F081_R,373,2001,10/19/2001,R,,F081,291,2,27,887,487,438,2,13,,#341;age inferred
373LA_284_F081_R,373,2001,10/19/2001,R,,F081,284,2,20,984,486,439,1,20,,#219;age inferred
373LA_283_F081_R,373,2001,10/19/2001,R,,F081,283,2,19,875,465,420,1,16,,#305;age inferred
373LA_371_F081_F,373,2001,10/19/2001,F,,F081,371,2,9,489,385,345,,3,,red fins
373LA_282_F081_R,373,2001,10/19/2001,R,,F081,282,2,18,1184,525,475,1,22,,#86;age inferred
373LA_281_F081_R,373,2001,10/19/2001,R,,F081,281,2,17,928,476,430,,16,,#313;age inferred
373LA_369_F081_F,373,2001,10/19/2001,F,,F081,369,2,6,647,437,388,1,5,,
373LA_395_F081_F,373,2002,10/17/2002,F,,F081,395,2,12,857,458,417,2,6,,
373LA_399_F081_F,373,2002,10/17/2002,F,,F081,399,2,19,558,415,324,1,4,,
373LA_397_F081_F,373,2002,10/17/2002,Q,,F081,397,2,16,952,488,440,2,8,,sonic tag
373LA_400_F081_F,373,2002,10/17/2002,F,,F081,400,2,20,748,445,398,1,3,,
373LA_401_F081_F,373,2002,10/17/2002,F,,F081,401,2,21,906,480,433,1,7,,
373LA_402_F081_F,373,2002,10/17/2002,F,,F081,402,2,23,764,462,415,1,5,,
373LA_403_F081_F,373,2002,10/17/2002,F,,F081,403,2,25,727,450,409,1,4,,
373LA_396_F081_F,373,2002,10/17/2002,F,,F081,396,2,14,601,424,377,,4,,
373LA_394_F081_F,373,2002,10/17/2002,F,,F081,394,2,10,682,440,395,1,4,,
373LA_393_F081_F,373,2002,10/17/2002,F,,F081,393,2,9,526,404,360,1,3,,
373LA_392_F081_F,373,2002,10/17/2002,F,,F081,392,2,8,960,499,451,2,13,,
373LA_385_F081_F,373,2002,10/14/2002,F,,F081,385,2,1,611,421,376,1,4,,
373LA_389_F081_F,373,2002,10/17/2002,F,,F081,389,2,1,281,327,293,,1,,
373LA_378_F081_F,373,2002,10/9/2002,F,,F081,378,2,1,682,453,407,2,5,,
373LA_388_F081_F,373,2002,10/14/2002,F,,F081,388,2,6,4,80,76,,,,
373LA_387_F081_F,373,2002,10/14/2002,F,,F081,387,2,4,584,428,385,1,5,,lip tumour
373LA_386_F081_F,373,2002,10/14/2002,F,,F081,386,2,2,849,482,437,1,7,,stitches
373LA_391_F081_F,373,2002,10/17/2002,F,,F081,391,2,3,815,460,412,1,9,,
373LA_384_F081_F,373,2002,10/9/2002,F,,F081,384,2,7,825,461,415,,10,,
373LA_383_F081_F,373,2002,10/9/2002,F,,F081,383,2,6,834,470,430,1,8,,
373LA_382_F081_F,373,2002,10/9/2002,F,,F081,382,2,5,636,433,391,1,4,,
373LA_381_F081_F,373,2002,10/9/2002,F,,F081,381,2,4,793,470,421,1,7,,
373LA_380_F081_F,373,2002,10/9/2002,F,,F081,380,2,3,820,461,413,,8,,
373LA_379_F081_F,373,2002,10/9/2002,F,,F081,379,2,2,619,440,393,1,5,,
373LA_390_F081_F,373,2002,10/17/2002,F,,F081,390,2,2,1142,497,448,2,9,,
373LA_303_F081_R,373,2002,10/14/2002,R,,F081,303,2,5,872,468,424,1,9,,
373LA_398_F081_F,373,2002,10/17/2002,F,,F081,398,2,18,801,459,423,1,9,,
373LA_1651_F081_F,373,2002,5/14/2002,F,,F081,1651,,,916,,439,,,,VRAP fish disappeared from VRAP 8/6/2004
373LA_1653_F081_F,373,2002,5/16/2002,F,,F081,1653,,,1331,,480,,,,VRAP fish depths good to last record on VR2 4664 5/23/2005; tag disappears from VRAP 5/16/05
373LA_1655_F081_F,373,2002,5/21/2002,F,,F081,1655,,,970,,440,,,,VRAP fish
373LA_1657_F081_F,373,2002,5/21/2002,F,,F081,1657,,,883,,440,,,,VRAP fish
373LA_1659_F081_F,373,2002,5/22/2002,F,,F081,1659,,,894,,443,,,,VRAP fish  Tag retrieved 20 Oct 2003
373LA_1661_F081_F,373,2002,5/22/2002,F,,F081,1661,,,1137,,462,,,,"VRAP fish tag disappeared (dead) prior to introduction of new tags in 2005; disappeared at VRAP and VR2 same time, tag not retrieved"
373LA_1663_F081_F,373,2002,5/22/2002,F,,F081,1663,,,884,,429,,,,VRAP fish
373LA_1665_F081_F,373,2002,5/14/2002,F,,F081,1665,,,1000,,444,,7,,VRAP fish
373LA_1667_F081_F,373,2002,5/22/2002,F,,F081,1667,,,1056,,446,,8,,VRAP fish
373LA_298_F081_R,373,2002,10/9/2002,R,,F081,298,2,8,942,489,441,1,21,,#219:age inferred
373LA_300_F081_R,373,2002,10/9/2002,R,,F081,300,2,10,933,493,440,1,15,,#271;age inferred
373LA_299_F081_R,373,2002,10/9/2002,R,,F081,299,2,9,1055,512,462,1,11,,#297;age inferred
373LA_302_F081_R,373,2002,10/14/2002,R,,F081,302,2,3,967,487,439,1,,,
373LA_317_F081_R,373,2002,10/17/2002,R,,F081,317,2,28,681,445,398,1,6,,#369;age inferred
373LA_304_F081_R,373,2002,10/14/2002,R,,F081,304,2,7,1061,513,470,1,24,,#107;age inferred
373LA_305_F081_R,373,2002,10/17/2002,R,,F081,305,2,4,877,491,448,1,10,,
373LA_306_F081_R,373,2002,10/17/2002,R,,F081,306,2,5,954,496,450,1,20,,#260;age inferred
373LA_307_F081_R,373,2002,10/17/2002,R,,F081,307,2,6,940,480,429,2,12,,#335;age inferred
373LA_308_F081_R,373,2002,10/17/2002,R,,F081,308,2,7,1023,499,453,1,23,,#56;age inferred;videlaminated
373LA_309_F081_R,373,2002,10/17/2002,R,,F081,309,2,11,1245,520,470,1,17,,#237;age inferred
373LA_310_F081_R,373,2002,10/17/2002,R,,F081,310,2,13,715,445,400,2,15,,#355;age inferred
373LA_311_F081_R,373,2002,10/17/2002,R,,F081,311,2,15,835,460,418,1,9,,#315:age inferred
373LA_312_F081_R,373,2002,10/17/2002,R,,F081,312,2,17,952,500,450,,17,,#296;age inferred
373LA_313_F081_R,373,2002,10/17/2002,R,,F081,313,2,22,821,467,418,1,8,,#368;age inferred
373LA_314_F081_R,373,2002,10/17/2002,R,,F081,314,2,24,874,472,427,2,10,,#344;ageinferred
373LA_315_F081_R,373,2002,10/17/2002,R,,F081,315,2,26,776,458,410,1,12,,#330;age inferred
373LA_316_F081_R,373,2002,10/17/2002,R,,F081,316,2,27,773,448,403,,10,,#338;age inferred
373LA_301_F081_R,373,2002,10/9/2002,R,,F081,301,2,11,805,471,425,1,5,,#372;age inferred
373LA_672_F081_F,373,2002,5/16/2002,F,,F081,672,3,,825,,427,,,,Tagged by P. Blanchfield staff
373LA_434_F081_F,373,2003,10/14/2003,F,,F081,434,2,22,606,437,392,,4,,
373LA_429_F081_F,373,2003,10/14/2003,F,,F081,429,2,15,589,422,380,1,5,,
373LA_505_F081_R,373,2003,10/9/2003,R,,F081,505,2,18,784,452,411,1,12,,#346;age inferred
373LA_406_F081_F,373,2003,10/9/2003,F,,F081,406,2,3,678,422,391,2,5,,
373LA_506_F081_R,373,2003,10/9/2003,R,,F081,506,2,19,1003,504,458,2,30,,#153;age inferred
373LA_428_F081_F,373,2003,10/14/2003,F,,F081,428,2,14,903,504,452,1,12,,
373LA_507_F081_R,373,2003,10/9/2003,R,,F081,507,2,20,1011,488,442,1,15,,#327;age inferred
373LA_427_F081_F,373,2003,10/14/2003,F,,F081,427,2,13,815,478,431,2,10,,
373LA_343_F081_R,373,2003,10/14/2003,R,,F081,343,2,52,596,440,393,1,6,,#379;age inferred
373LA_425_F081_F,373,2003,10/14/2003,F,,F081,425,2,11,616,440,394,,4,,
373LA_503_F081_R,373,2003,10/9/2003,R,,F081,503,2,16,927,482,436,2,14,,#352;age inferred
373LA_424_F081_F,373,2003,10/14/2003,F,,F081,424,2,10,807,488,443,1,8,,
373LA_409_F081_F,373,2003,10/9/2003,F,,F081,409,2,7,769,471,425,1,8,,
373LA_423_F081_F,373,2003,10/14/2003,F,,F081,423,2,9,786,479,435,1,7,,
373LA_422_F081_F,373,2003,10/14/2003,F,,F081,422,2,7,758,447,403,1,6,,
373LA_411_F081_F,373,2003,10/9/2003,F,,F081,411,2,9,815,479,432,,6,,
373LA_421_F081_F,373,2003,10/14/2003,F,,F081,421,2,6,581,425,383,1,5,,
373LA_407_F081_F,373,2003,10/9/2003,F,,F081,407,2,4,694,441,394,2,8,,
373LA_432_F081_F,373,2003,10/14/2003,F,,F081,432,2,18,744,455,408,1,8,,
373LA_441_F081_F,373,2003,10/14/2003,F,,F081,441,2,29,560,405,362,,4,,
373LA_440_F081_F,373,2003,10/14/2003,F,,F081,440,2,28,596,430,386,1,4,,
373LA_439_F081_F,373,2003,10/14/2003,F,,F081,439,2,27,749,447,404,1,7,,
373LA_438_F081_F,373,2003,10/14/2003,F,,F081,438,2,26,960,477,434,2,6,,
373LA_437_F081_F,373,2003,10/14/2003,F,,F081,437,2,25,791,457,415,1,5,,
373LA_436_F081_F,373,2003,10/14/2003,F,,F081,436,2,24,717,444,397,,5,,red fins
373LA_504_F081_R,373,2003,10/9/2003,R,,F081,504,2,17,897,498,449,1,18,,#296;age inferred
373LA_433_F081_F,373,2003,10/14/2003,F,,F081,433,2,20,620,430,385,,4,,
373LA_405_F081_F,373,2003,10/9/2003,F,,F081,405,2,2,704,442,397,,4,,
373LA_500_F081_R,373,2003,10/9/2003,R,,F081,500,2,6,1017,492,445,1,,,
373LA_431_F081_F,373,2003,10/14/2003,F,,F081,431,2,17,754,467,423,1,5,,
373LA_501_F081_R,373,2003,10/9/2003,R,,F081,501,2,14,823,480,433,2,20,,#256;age inferred
373LA_404_F081_F,373,2003,10/9/2003,F,,F081,404,2,1,877,474,427,2,6,,
373LA_502_F081_R,373,2003,10/9/2003,R,,F081,502,2,15,805,461,412,1,10,,#391;age inferred
373LA_430_F081_F,373,2003,10/14/2003,F,,F081,430,2,16,644,450,408,1,7,,
373LA_408_F081_F,373,2003,10/9/2003,Q,,F081,408,2,5,885,479,434,2,8,,sonic tag
373LA_435_F081_F,373,2003,10/14/2003,F,,F081,435,2,23,649,432,391,1,4,,
373LA_415_F081_F,373,2003,10/9/2003,F,,F081,415,2,13,811,473,428,2,6,,
373LA_329_F081_R,373,2003,10/14/2003,R,,F081,329,2,38,890,489,445,1,21,,#260;age inferred
373LA_328_F081_R,373,2003,10/14/2003,R,,F081,328,2,37,922,486,440,,14,,#366;age inferred
373LA_327_F081_R,373,2003,10/14/2003,R,,F081,327,2,36,821,463,421,1,10,,R303;age inferred
373LA_326_F081_R,373,2003,10/14/2003,R,,F081,326,2,35,798,467,420,1,9,,#368;age inferred
373LA_325_F081_R,373,2003,10/14/2003,R,,F081,325,2,34,964,498,447,1,27,,#104;age inferred
373LA_420_F081_F,373,2003,10/14/2003,F,,F081,420,2,5,696,445,401,,6,,
373LA_417_F081_F,373,2003,10/14/2003,F,,F081,417,2,2,875,515,472,,10,,
373LA_426_F081_F,373,2003,10/14/2003,F,,F081,426,2,12,879,474,425,1,12,,
373LA_330_F081_R,373,2003,10/14/2003,R,,F081,330,2,39,708,461,415,1,6,,#402;age inferred
373LA_322_F081_R,373,2003,10/14/2003,R,,F081,322,2,31,863,495,447,2,23,,#94;age inferred
373LA_324_F081_R,373,2003,10/14/2003,R,,F081,324,2,33,837,455,412,1,9,,#373;age inferred
373LA_321_F081_R,373,2003,10/14/2003,R,,F081,321,2,30,719,465,426,1,13,,#343;age inferred
373LA_414_F081_F,373,2003,10/9/2003,F,,F081,414,2,12,912,476,430,1,10,,
373LA_320_F081_R,373,2003,10/14/2003,R,,F081,320,2,21,989,532,485,,14,,likely 373F08110012
373LA_413_F081_F,373,2003,10/9/2003,F,,F081,413,2,11,812,461,415,2,7,,
373LA_1508_F081_R,373,2003,9/4/2003,R,,F081,1508,4,1,989,,466,1,25,Y,"Paul B caught, kept carcass Paul B # 4568"
373LA_319_F081_R,373,2003,10/14/2003,R,,F081,319,2,19,747,456,409,1,13,,#330;age inferred
373LA_318_F081_R,373,2003,10/14/2003,R,,F081,318,2,8,846,481,435,2,11,,
373LA_412_F081_F,373,2003,10/9/2003,F,,F081,412,2,10,721,446,339,2,5,,
373LA_416_F081_F,373,2003,10/14/2003,F,,F081,416,2,1,765,452,407,1,7,,
373LA_337_F081_R,373,2003,10/14/2003,R,,F081,337,2,46,713,450,402,1,4,,#400;age inferred
373LA_340_F081_R,373,2003,10/14/2003,R,,F081,340,2,49,839,475,429,1,20,,#199;age inferred
373LA_419_F081_F,373,2003,10/14/2003,F,,F081,419,2,4,820,475,427,2,5,,
373LA_323_F081_R,373,2003,10/14/2003,R,,F081,323,2,32,883,499,446,1,,,R170
373LA_331_F081_R,373,2003,10/14/2003,R,,F081,331,2,40,765,493,447,1,19,,#233;age inferred
373LA_341_F081_R,373,2003,10/14/2003,R,,F081,341,2,50,835,465,420,1,16,,R206;age inferred
373LA_410_F081_F,373,2003,10/9/2003,F,,F081,410,2,8,817,458,415,,5,,
373LA_338_F081_R,373,2003,10/14/2003,R,,F081,338,2,47,915,497,449,1,18,,R264;age inferred
373LA_339_F081_R,373,2003,10/14/2003,R,,F081,339,2,48,988,508,459,1,12,,#297;age inferred
373LA_342_F081_R,373,2003,10/14/2003,R,,F081,342,2,51,732,465,416,1,5,,#382;age inferred
373LA_336_F081_R,373,2003,10/14/2003,R,,F081,336,2,45,838,494,442,1,17,,#264;age inferred
373LA_418_F081_F,373,2003,10/14/2003,F,,F081,418,2,3,941,473,430,2,6,,
373LA_335_F081_R,373,2003,10/14/2003,R,,F081,335,2,44,959,543,495,2,26,,#46;age inferred
373LA_334_F081_R,373,2003,10/14/2003,R,,F081,334,2,43,784,456,413,1,10,,#364;age inferred
373LA_333_F081_R,373,2003,10/14/2003,R,,F081,333,2,42,596,425,383,1,5,,#399;age inferred
373LA_332_F081_R,373,2003,10/14/2003,R,,F081,332,2,41,883,488,436,1,16,,#380;age inferred
373LA_443_F081_F,373,2004,10/9/2004,F,,F081,443,2,2,787,440,395,1,9,,
373LA_447_F081_F,373,2004,10/9/2004,F,,F081,447,2,7,753,467,420,2,11,,
373LA_444_F081_F,373,2004,10/9/2004,F,,F081,444,2,3,677,438,389,1,6,,
373LA_358_F081_R,373,2004,10/14/2004,R,,F081,358,2,20,751,453,407,1,8,,#377;age inferred
373LA_445_F081_F,373,2004,10/9/2004,F,,F081,445,2,4,737,445,400,2,6,,
373LA_446_F081_F,373,2004,10/9/2004,F,,F081,446,2,6,893,467,421,2,8,,
373LA_359_F081_R,373,2004,10/14/2004,R,,F081,359,2,21,935,489,442,1,20,,R279;age inferred
373LA_448_F081_F,373,2004,10/9/2004,F,,F081,448,2,8,726,445,400,2,5,,
